Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Mauri,Erkkilä,Haaksibulevardi 61,Vihti,08892,Finland,FI,19891024-421P,+358,0727915337,1989-10-24,True
Petter,Andresen,Tangenvollen 88B,Fredriksen,3070,Norge,NO,19580319-2953,+47,63 16 25 98,1958-03-19,True
Anja,Pietilä,Rantavarastonbulevardi 9,Kärkölä,84735,Finland,FI,19570426-6786,+358,+358484190450,1957-04-26,True
Ricardo,Santos,Taylor Isle 59409,North Robertmouth,21831,Danmark,DK,19570409-8461,+45,681-816-1662x46827,1957-04-09,True
Kenneth,Beard,Jessica River 7692,Hesshaven,12953,Danmark,DK,19981027-0728,+45,001-727-538-8677x7833,1998-10-27,True
Gunnar,Sjögren,Skogstorget 74,Umeå,39087,Sverige,SE,19610102-4409,+46,+46 (0)8 383 639 14,1961-01-02,True
Kerstin,Bengtsson,Aspgränd 7,Uddevalla,52607,Sverige,SE,19400129-4872,+46,+46 (0)8 173 321 81,1940-01-29,True
Pia,Lind,Parkvägen 2,Malmö,64830,Sverige,SE,19501030-4445,+46,08-81 14 71,1950-10-30,True
Amanda,Brown,Garcia Hills 91057,New Juliemouth,42590,Danmark,DK,19860112-2452,+45,924-738-0622,1986-01-12,True
Rolf,Carlsson,Bäckgatan 6,Borlänge,83300,Sverige,SE,19500722-0567,+46,+46 (0)8 832 260 51,1950-07-22,True
Robert,Mcgee,Fisher Terrace 617,New Terri,42403,Danmark,DK,19410914-8151,+45,001-586-813-9804x134,1941-09-14,True
Sara,Jussila,Damaskuksenpolku 8,Loppi,75091,Finland,FI,19491208-0131,+358,(+358) 130992908,1949-12-08,True
Breanna,Smith,Michelle Rue 604,North William,04132,Danmark,DK,19760717-9106,+45,3368913901,1976-07-17,True
Janne,Pedersen,Fredriksenåsen 971,Madsen,2336,Norge,NO,19850702-2595,+47,971 35 565,1985-07-02,True
Mikael,Larsson,Backvägen 14,Motala,67188,Sverige,SE,19411203-7187,+46,+46 (0)41 56 10 13,1941-12-03,True
Rachel,Carrillo,Martin Mews 1976,South Matthewville,08796,Danmark,DK,19500528-0551,+45,800.255.4652,1950-05-28,True
Gunnar,Karlsson,Fabriksgatan 5,Halmstad,64353,Sverige,SE,19780411-1843,+46,08-320 974 57,1978-04-11,True
Emma,Fredriksson,Fabriksgatan 9,Lund,89143,Sverige,SE,19550102-1951,+46,+46 (0)8 152 526 85,1955-01-02,True
Laila,Rønning,Sørensenvollen 7E,Haug,0330,Norge,NO,19910628-0496,+47,94795356,1991-06-28,True
Christian,Andreassen,Nguyenstien 7,Hannastad,8570,Norge,NO,19990113-0915,+47,98058302,1999-01-13,True
Joakim,Nilsson,Industristigen 73,Borlänge,11220,Sverige,SE,19510302-7018,+46,+46 (0)8 439 982 06,1951-03-02,True
Margareta,Larsson,Parkvägen 31,Varberg,37045,Sverige,SE,19771112-4993,+46,0665-201 24,1977-11-12,True
Maria,Nilsson,Aspgatan 824,Växjö,28470,Sverige,SE,19971204-5072,+46,0866-279 90,1997-12-04,True
Trond,Nguyen,Johannessenmarka 9,Torgrunn,9002,Norge,NO,19440406-8453,+47,12933241,1944-04-06,True
Øyvind,Moe,Nilsenspranget 7E,Aune,5562,Norge,NO,19650121-3663,+47,99 53 09 32,1965-01-21,True
Gunnar,Johansson,Backgatan 392,Lidingö,26079,Sverige,SE,19930711-8960,+46,+46 (0)71 33 37 25,1993-07-11,True
Kyle,Scott,Brett Crest 656,Morrischester,87308,Danmark,DK,19881102-6992,+45,268-763-4545x48266,1988-11-02,True
Margareta,Wikström,Parkgatan 6,Trelleborg,85550,Sverige,SE,19901023-4711,+46,08-43 40 90,1990-10-23,True
Trine,Abrahamsen,Berntsenkollen 680,Andresen,7336,Norge,NO,19970610-8835,+47,85177376,1997-06-10,True
Alexander,Ekberg,Industritorget 90,Kristianstad,52302,Sverige,SE,19740427-3335,+46,+46 (0)04 19 26 65,1974-04-27,True
Linda,Magnusson,Ringvägen 9,Gävle,25511,Sverige,SE,19901111-6843,+46,0635-910 12,1990-11-11,True
Rune,Nilsson,Nystigen 34,Lidköping,73514,Sverige,SE,19821119-3338,+46,08-174 400 18,1982-11-19,True
Øystein,Martinsen,Simonsenstykket 9D,Kristoffersen,3810,Norge,NO,19920213-3672,+47,01265479,1992-02-13,True
Marius,Solheim,Knudsenkroken 33,Karivik,1189,Norge,NO,19770604-8795,+47,36 76 62 14,1977-06-04,True
Markus,Nilsen,Brekkeløkka 24,Martinesand,2000,Norge,NO,19540715-8843,+47,+4758518064,1954-07-15,True
Tobias,Sjöberg,Ektorget 5,Kalmar,61661,Sverige,SE,19460413-7263,+46,08-298 507 56,1946-04-13,True
Roger,Persson,Stationsgatan 365,Skellefteå,87921,Sverige,SE,19400502-8858,+46,0054-562 25,1940-05-02,True
Kent,Olsson,Trädgårdstorget 548,Luleå,85895,Sverige,SE,19430917-4048,+46,+46 (0)8 682 113 80,1943-09-17,True
David,Medina,Michael Neck 933,Ronaldborough,65091,Danmark,DK,19621027-0136,+45,839.577.9686x77160,1962-10-27,True
Anna,Nyström,Björkvägen 3,Landskrona,40284,Sverige,SE,19460819-5750,+46,08-43 39 19,1946-08-19,True
Marketta,Sjöblom,Castréninkuja 5,Naantali,35560,Finland,FI,19850923-619R,+358,+358 282276588,1985-09-23,True
Maria,Nilsson,Björkgränd 45,Halmstad,36545,Sverige,SE,19920210-0160,+46,+46 (0)24 46 50 85,1992-02-10,True
Roland,Andersson,Backgatan 682,Södertälje,81548,Sverige,SE,19630904-1995,+46,08-350 191 46,1963-09-04,True
Roar,Moe,Svendsentunet 03,Torillø,4882,Norge,NO,19831228-7927,+47,73 97 93 14,1983-12-28,True
Inger,Ekberg,Järnvägstorget 0,Borås,40415,Sverige,SE,19690814-7248,+46,+46 (0)188 209 41,1969-08-14,True
Max,Larsson,Backtorget 2,Helsingborg,41644,Sverige,SE,19951001-8687,+46,08-473 62 11,1995-10-01,True
Ryan,Watts,Joseph Crossroad 6440,Martinezview,42813,Danmark,DK,19460818-7482,+45,619-913-7380x583,1946-08-18,True
Kari,Pettersen,Henriksenhaugen 595,Hegehelle,2926,Norge,NO,19530929-1878,+47,99962558,1953-09-29,True
Birgitta,Jansson,Nyvägen 703,Uddevalla,10022,Sverige,SE,19470911-0269,+46,053-72 86 54,1947-09-11,True
Ingrid,Haugen,Edvardsenlyngen 83,Håvardodden,9727,Norge,NO,19580930-8726,+47,917 25 341,1958-09-30,True
Andrea,Sandvik,Hellandroa 9D,Henrikmark,2233,Norge,NO,19490402-5486,+46,43128306,1949-04-02,True
Roar,Haugen,Myhrestykket 9B,Ritavåg,2604,Norge,NO,19450201-8916,+47,+4788900149,1945-02-01,True
Jørgen,Solheim,Dahlvollen 2,Andersen,3240,Norge,NO,19540808-4579,+47,99811650,1954-08-08,True
Jari,Mäenpää,Vellikellonbulevardi 317,Rusko,67608,Finland,FI,19811017-733V,+358,046 117 4710,1981-10-17,True
Heather,Colon,Benjamin Hill 9414,West Ryan,62724,Danmark,DK,19570627-3860,+45,001-890-921-9417x989,1957-06-27,True
Erik,Olausson,Industrigatan 184,Piteå,54699,Sverige,SE,20001020-4574,+46,0982-93 75 26,2000-10-20,True
Olivia,Jakobsson,Skolvägen 960,Skövde,37526,Sverige,SE,19850201-4643,+46,0382-405 47,1985-02-01,True
Bernt,Johansson,Furugränd 104,Lidköping,60641,Sverige,SE,19580908-3756,+46,073-771 98 55,1958-09-08,True
Tommy,Jansson,Industritorget 632,Piteå,52366,Sverige,SE,19870616-4633,+46,+46 (0)00 77 65 60,1987-06-16,True
Henrik,Berge,Sørensenrøa 5,Svendsen,6353,Norge,NO,19691002-3975,+47,55329293,1969-10-02,False
Camilla,Karlsson,Skoltorget 7,Örebro,86833,Sverige,SE,19881203-0940,+46,045-82 71 97,1988-12-03,True
Birgitta,Jensen,Genvägen 73,Karlskoga,25628,Sverige,SE,19560601-7815,+46,066-84 90 73,1956-06-01,True
Ingvar,Karlsson,Skogsvägen 886,Jönköping,10824,Sverige,SE,19450428-4700,+46,08-806 60 78,1945-04-28,True
Rose-Marie,Samuelsson,Kvarnvägen 599,Lidingö,70089,Sverige,SE,19710615-0635,+46,+46 (0)8 099 009 67,1971-06-15,True
Daniel,Jönsson,Skolgatan 032,Mölndal,48053,Sverige,SE,19450508-7776,+46,076-475 89 47,1945-05-08,True
Daniel,Nelson,Rita Run 9930,East Daniel,88350,Danmark,DK,19490809-2286,+45,981.680.1757x6125,1949-08-09,True
Valerie,Morris,Campbell Bypass 8597,Olsonborough,52387,Danmark,DK,19940425-9751,+45,(567)539-3221x9906,1994-04-25,True
Ingrid,Samuelsson,Kyrkogränd 790,Helsingborg,62592,Sverige,SE,19550828-4782,+46,0685-909 39,1955-08-28,True
Svea,Johansson,Nygatan 23,Falun,48264,Sverige,SE,19760915-0333,+46,+46 (0)59 20 69 52,1976-09-15,True
Helena,Jonasson,Fabriksgatan 81,Örnsköldsvik,70570,Sverige,SE,19590524-4337,+46,0039-01 19 41,1959-05-24,True
Albert,Svensson,Gengatan 44,Lidingö,45563,Sverige,SE,19400326-5866,+46,0586-025 10,1940-03-26,True
Shannon,Hicks,Jennifer Spur 8961,South Candace,89587,Danmark,DK,19931006-6639,+45,001-430-461-7070,1993-10-06,True
Emil,Andersson,Furugatan 3,Linköping,51471,Sverige,SE,19630327-8943,+46,+46 (0)907 596 07,1963-03-27,True
Carin,Persson,Furugatan 089,Mölndal,73452,Sverige,SE,19541119-4934,+46,+46 (0)8 555 545 93,1954-11-19,True
Carl,Lindberg,Kvarntorget 2,Örebro,37130,Sverige,SE,19810930-0766,+46,08-374 551 75,1981-09-30,True
Bente,Kristensen,Gundersenvollen 2,Haug,7251,Norge,NO,19470203-8257,+47,90902306,1947-02-03,True
Pia,Partanen,Bysantinkuja 33,Simo,12809,Finland,FI,19991020-216V,+358,004 295 9948,1999-10-20,True
Anne-Marie,Andersson,Strandgatan 4,Luleå,38165,Sverige,SE,19860609-1611,+46,021-597 74 01,1986-06-09,True
Elisabeth,Bengtsson,Industrivägen 13,Trollhättan,98012,Sverige,SE,19990223-7961,+46,+46 (0)8 497 432 93,1999-02-23,True
Maria,Eklund,Kvarnvägen 166,Lidköping,16359,Sverige,SE,19921231-5896,+46,050-67 65 87,1992-12-31,True
Michael,Stanley,Mccoy Squares 496,Lake Dawn,78970,Danmark,DK,19780117-8012,+45,635.822.0907x510,1978-01-17,True
Carina,Nordström,Storgatan 2,Karlstad,58097,Sverige,SE,19960805-9331,+46,083-72 10 96,1996-08-05,True
Ivar,Andersen,Halvorsenåsen 11E,Anneeid,9268,Norge,NO,19780319-4243,+47,93767121,1978-03-19,True
Anders,Andersson,Bäckvägen 266,Gävle,70317,Sverige,SE,19420719-2430,+46,0498-183 14,1942-07-19,True
Torbjörn,Jönsson,Asptorget 101,Östersund,46012,Sverige,SE,19461230-0034,+46,007-76 41 98,1946-12-30,True
Cecilie,Nguyen,Myhremarka 2,Karisand,2651,Norge,NO,19981005-1402,+47,+47 82 14 38 52,1998-10-05,True
Nils,Lindqvist,Idrottsgatan 77,Borlänge,18777,Sverige,SE,19660518-3387,+46,089-76 98 83,1966-05-18,True
Alf,Jakobsson,Furugatan 4,Växjö,84209,Sverige,SE,19900717-1618,+46,08-648 550 60,1990-07-17,True
Anneli,Karjalainen,Adolf Lindforsin kuja 00,Naantali,59931,Finland,FI,19801011-822J,+358,+358 802040735,1980-10-11,True
Andrea,Eriksen,Ahmedkollen 08,Fredriksen,3189,Norge,NO,19970928-0380,+47,99255036,1997-09-28,True
Jan,Karlsson,Industrigränd 117,Uddevalla,43153,Sverige,SE,19670711-2191,+46,08-740 400 15,1967-07-11,True
Stig,Svensson,Grantorget 47,Södertälje,19709,Sverige,SE,19440315-0821,+46,094-86 45 83,1944-03-15,True
Mats,Andersson,Kyrktorget 200,Sundsvall,51588,Sverige,SE,19510821-9102,+46,093-501 67 13,1951-08-21,True
Karin,Svensson,Strandstigen 11,Falun,36576,Sberige,SE,19471010-3024,+46,08-76 08 06,1947-10-10,True
Bjørn,Jenssen,Hellandalléen 4,Hauge,9402,Norge,NO,19790608-1686,+47,403 65 904,1979-06-08,True
Laila,Helland,Lundhagen 1E,Sandvik,3542,Norge,NO,19620326-1989,+47,57 88 70 89,1962-03-26,False
Ann,Nilsson,Kvarnstigen 5,Lidköping,97007,Sverige,SE,19560521-2204,+46,08-59 88 60,1956-05-21,True
Margareta,Strandberg,Backstigen 668,Karlskoga,34008,Sverige,SE,19840119-0048,+46,0581-35 49 18,1984-01-19,True
Margareta,Persson,Ringgatan 722,Norrköping,34086,Sverige,SE,19880406-8900,+46,08-18 14 41,1988-04-06,True
Kristina,Norman,Kyrkgatan 70,Kalmar,23878,Sverige,SE,19940803-9048,+46,0087-471 28,1994-08-03,True
Nina,Engen,Larsenstykket 5,Rønning,4996,Norge,NO,19760206-8781,+47,45018756,1976-02-06,True
Mirja,Aaltonen,Bertha Pauligin tie 52,Kemi,23594,Finland,FI,19590707-1859,+358,+358 09 0409734,1959-07-07,True
Ingrid,Svendsen,Hanssenengen 45,Perø,6592,Norge,NO,19540717-1078,+47,473 56 825,1954-07-17,True
Anette,Jansson,Industrivägen 2,Östersund,80740,Sverige,SE,19780617-4308,+46,08-447 23 74,1978-06-17,True
Margareta,Abrahamsson,Idrottsvägen 7,Nyköping,83793,Sverige,SE,19580908-2076,+46,08-059 645 40,1958-09-08,True
Michael,Gonzales,Perry Knoll 55189,East Nicholas,17283,Danmark,DK,19550902-3176,+45,579-685-5942x696,1955-09-02,True
Robert,Eide,Gulbrandsenskrenten 1,Kristinehelle,1182,Norge,NO,19860614-5455,+47,11904215,1986-06-14,True
Torbjørn,Ahmed,Evensenlyngen 11,Sebastianstad,2561,Norge,NO,19820508-5718,+47,+4798938776,1982-05-08,True
Jennifer,Camacho,Amber Ridges 22695,Acostaville,45008,Danmark,DK,19810219-7527,+45,9887519657,1981-02-19,True
Marcus,Strömberg,Skolgatan 0,Skövde,44261,Sverige,SE,19510423-9678,+46,08-08 53 22,1951-04-23,True
Karin,Lundin,Backvägen 144,Karlskoga,91488,Sverige,SE,19601216-7032,+46,08-77 07 38,1960-12-16,True
Elisabeth,Åberg,Bäckgatan 98,Norrköping,25868,Sverige,SE,19400131-0953,+46,035-103 53 36,1940-01-31,True
Øyvind,Edvardsen,Ruudtoppen 48,Erlingvåg,6220,Norge,NO,19520801-9021,+47,93271503,1952-08-01,True
Larry,Jimenez,Robert Spring 3689,Romeroberg,03129,Danmark,DK,19930325-8838,+45,(954)778-5572,1993-03-25,True
Eleonora,Olsson,Skolgatan 386,Södertälje,99482,Sverige,SE,19890110-8321,+46,08-402 364 76,1989-01-10,True
Henrik,Engström,Asptorget 9,Halmstad,21148,Sverige,SE,19990415-6128,+46,0794-254 51,1999-04-15,True
Kjell,Andersson,Ekvägen 24,Kristianstad,85519,Sverige,SE,19900524-7890,+46,0229-236 91,1990-05-24,True
Karin,Svensson,Industrivägen 999,Sundsvall,70107,Sverige,SE,19480128-1384,+46,019-05 49 61,1948-01-28,True
Torbjørn,Solberg,Dahlbakken 375,Olsen,3112,Norge,NO,19450602-6358,+47,984 38 618,1945-06-02,True
David,Karlsson,Kyrkgatan 054,Eskilstuna,47675,Sverige,SE,19740731-3762,+46,08-495 06 40,1974-07-31,True
Britta,Pettersson,Genvägen 6,Kristianstad,15412,Sverige,SE,19560708-6463,+46,065-77 52 77,1956-07-08,True
Tony,Watson,Nicole Summit 26537,Anthonystad,96908,Danmark,DK,19721130-7770,+45,001-866-323-0210x02639,1972-11-30,True
Kalervo,Huhtala,Maasälvänkuja 302,Kalajoki,85296,Finland,FI,19770409-293Y,+358,+358 694220970,1977-04-09,True
Turid,Aune,Iversenlunden 1,Nilsen,7671,Norge,NO,19430123-8313,+47,+47 16 81 12 34,1943-01-23,True
Tone,Solberg,Solheimgropa 6,Haugland,0409,Norge,NO,19760308-1599,+47,89374386,1976-03-08,True
Keith,Macias,Robert Mountain 26807,Cruzhaven,13461,Danmark,DK,19620107-0474,+45,220.619.7811x0506,1962-01-07,True
Solveig,Dahl,Iversenringen 9,Mariussand,8690,Norge,NO,19850204-5017,+47,13 08 82 53,1985-02-04,True
Lena,Berglund,Järnvägstorget 2,Borås,69303,Sverige,SE,19970126-0093,+46,0205-811 25,1997-01-26,True
Maria,Bäckström,Idrottsstigen 423,Skellefteå,11762,Sverige,SE,19880804-0181,+46,08-70 91 56,1988-08-04,True
Ann-Mari,Jonsson,Parktorget 3,Nyköping,39495,Sverige,SE,19600920-5816,+46,+46 (0)59 20 30 81,1960-09-20,True
Sture,Hansson,Strandtorget 60,Lund,20736,Sverige,SE,19400428-0193,+46,08-364 853 27,1940-04-28,True
Minna,Rytkönen,Usvakatu 86,Imatra,61310,Finland,FI,19650818-6648,+358,+358 675691313,1965-08-18,True
Ronnie,Mendez,Harmon Prairie 8254,South Mary,16521,Danmark,DK,19891023-6847,+45,001-391-694-8455,1989-10-23,True
Rasmus,Borg,Björktorget 827,Ängelholm,63176,Sverige,SE,19651223-6719,+46,0206-585 08,1965-12-23,True
Roland,Eklund,Järnvägsvägen 4,Halmstad,89691,Sverige,SE,19870914-1124,+46,0548-577 20,1987-09-14,True
Viktor,Bergström,Ängstorget 112,Malmö,59268,Sverige,SE,19580503-9257,+46,08-700 018 49,1958-05-03,True
Carina,Gunnarsson,Granvägen 01,Skellefteå,79389,Sverige,SE,19940627-7771,+46,+46 (0)8 926 622 05,1994-06-27,True
Randi,Helland,Madsenflata 2H,Torehamn,6880,Norge,NO,19600822-9065,+47,72 04 03 70,1960-08-22,True
Ann,Lunde,Johnsenbråten 2,Elinfjell,2395,Norge,NO,19631102-3367,+47,+47 63 51 48 10,1963-11-02,True
Lars,Andersson,Gengatan 59,Norrköping,50197,Sverige,SE,19710430-3421,+46,+46 (0)70 54 63 84,1971-04-30,True
Jasmine,Gross,Emily Skyway 40670,Jenniferchester,79891,Danmark,DK,19690314-9827,+45,549-714-2773,1969-03-14,True
Päivi,Manninen,Jäkäläkatu 0,Lappajärvi,91155,Finland,FI,19731125-727K,+358,+358203046392,1973-11-25,True
Eric,Payne,Randall Square 3334,North Brendamouth,50534,Danmark,DK,19690726-5389,+45,678-874-6296x626,1969-07-26,True
Malin,Gustafsson,Parkstigen 5,Västerås,71707,Sverige,SE,19480616-4074,+46,072-28 93 26,1948-06-16,True
Roger,Öhman,Aspvägen 14,Växjö,40520,Sverige,SE,19490927-9255,+46,0666-386 44,1949-09-27,True
Karen,Lang,Justin Motorway 7755,East Michaelbury,15195,Danmark,DK,19901122-8980,+45,2953798963,1990-11-22,True
Svein,Nygård,Johansenbråten 22,Martinegrunn,7778,Norge,NO,19780607-8586,+47,14 33 38 34,1978-06-07,True
Elisabet,Johansson,Skolgatan 384,Linköping,49513,Sverige,SE,19841120-0087,+46,0738-714 27,1984-11-20,True
Linda,Svensson,Backgatan 243,Östersund,55906,Sverige,SE,19770912-8522,+46,+46 (0)714 303 45,1977-09-12,True
Nils,Kristiansson,Aspvägen 804,Mölndal,32908,Sverige,SE,19460605-2359,+46,+46 (0)296 311 42,1946-06-05,True
Lisa,Mullen,Jennifer Knoll 8676,Flynnmouth,08825,Danmark,DK,19810815-0551,+45,001-892-578-2211x6136,1981-08-15,True
Stein,Nilsen,Halvorsenbråten 9,Karlsjøen,8566,Norge,NO,19690127-1535,+47,11394933,1969-01-27,True
Bo,Abrahamsson,Industrivägen 89,Södertälje,20233,Sverige,SE,19601003-9270,+46,050-228 50 44,1960-10-03,True
Tore,Eliassen,Lundtjernet 8,Bøe,5232,Norge,NO,19410503-3992,+47,98 15 31 10,1941-05-03,True
Irene,Åberg,Aspvägen 8,Karlstad,77842,Sverige,SE,19700622-8740,+46,0920-822 40,1970-06-22,True
Marie,Chan,Snyder Cove 75343,West Jared,62043,Danmark,DK,19731230-9160,+45,711.624.3449x740,1973-12-30,True
Elisabeth,Lundberg,Industrivägen 947,Östersund,99482,Sverige,SE,19580516-6848,+46,0288-302 89,1958-05-16,True
Elisabeth,Östlund,Parkgränd 9,Helsingborg,19286,Sverige,SE,19761004-7934,+46,+46 (0)372 642 01,1976-10-04,True
Kim,Haugen,Eidelunden 731,Vidarfjell,5624,Norge,NO,19401115-8765,+47,+4711100763,1940-11-15,True
Lars,Gustafsson,Storgränd 1,Sundsvall,26052,Sverige,SE,19630717-1569,+46,08-642 867 84,1963-07-17,True
Helvi,Pääkkönen,Osmontie 3,Huittinen,43394,Finland,FI,19640609-493P,+358,077 094 5507,1964-06-09,True
Gro,Solheim,Madsenfaret 2A,Evensen,7624,Norge,NO,19750312-2322,+47,41789230,1975-03-12,True
Ingrid,Andersson,Trädgårdsvägen 237,Linköping,73177,Sverige,SE,19781122-2493,+46,+46 (0)430 761 95,1978-11-22,True
Andreas,Danielsson,Skogsgränd 87,Ängelholm,92274,Sverige,SE,19920730-8365,+46,+46 (0)8 655 114 53,1992-07-30,True
Maja,Jonsson,Fabrikstorget 012,Piteå,78429,Sverige,SE,19950324-2618,+46,0904-79 68 05,1995-03-24,True
Johan,Moen,Myhreholtet 7,Royhelle,2851,Norge,NO,19530625-3656,+47,495 55 235,1953-06-25,True
Elin,Berge,Ellingsenvika 18,Rønning,8174,Norge,NO,19740830-4799,+47,+47 37 32 06 10,1974-08-30,True
Jason,Krause,Victoria Way 5853,Sarahmouth,50078,Danmark,DK,19600930-9447,+45,001-223-290-5506x44755,1960-09-30,True
Bernt,Karlsson,Aspgatan 90,Västerås,20313,Sverige,SE,19800114-5485,+46,0906-921 61,1980-01-14,True
Katherine,Lopez,Miller Centers 595,Lake Christinebury,51455,Danmark,DK,19411231-4699,+45,479-649-4117x74218,1941-12-31,True
Jens,Olsson,Industrigatan 732,Linköping,43251,Sverige,SE,19720313-7538,+46,08-06 75 13,1972-03-13,True
Liv,Kristoffersen,Hauglandmyra 98E,Janneby,8298,Norge,NO,19950203-1090,+47,46566997,1995-02-03,True
Albert,Karlsson,Parkgränd 208,Lund,38889,Sverige,SE,19550915-5652,+46,068-88 35 87,1955-09-15,True
Henrik,Hermansson,Skogsgränd 1,Ängelholm,35967,Sverige,SE,19670819-2467,+46,0582-182 49,1967-08-19,True
Brandi,Williams,Michael Dam 8875,Melissaberg,81334,Danmark,DK,19630317-2820,45,911-684-5679x6869,1963-03-17,True
Lennart,Aronsson,Bäckstigen 71,Örebro,30719,Sverige,SE,19930221-2041,+46,08-803 798 11,1993-02-21,True
Martin,Madsen,Halvorsenholtet 2,Rasmussen,7126,Norge,NO,19471230-2002,+47,478 58 833,1947-12-30,True
Karl,Bergqvist,Strandvägen 56,Lund,90202,Sverige,SE,19910301-9495,+46,0820-03 69 44,1991-03-01,True
Anders,Svensson,Kvarnvägen 70,Landskrona,24518,Sverige,SE,19861121-1547,+46,046-09 25 06,1986-11-21,True
Andrew,Yang,Bright Wells 917,Anaberg,05141,Danmark,DK,19641118-7110,45,822.958.0674x201,1964-11-18,True
Ellinor,Gustafsson,Idrottsgränd 621,Trollhättan,30761,Sverige,SE,19740317-2055,+46,0627-29 84 02,1974-03-17,True
Anton,Friberg,Ängsgatan 85,Kristianstad,72295,Sverige,SE,19460928-7534,+46,084-12 04 94,1946-09-28,True
Marit,Larsen,Tveitgropa 7,Helgehamn,0543,Norge,NO,19561020-1781,+47,59 36 42 01,1956-10-20,True
Kerstin,Svensson,Backgränd 603,Kalmar,66868,Sverige,SE,19500227-3478,+46,032-43 23 04,1950-02-27,True
Katriina,Suominen,Ylipalonkuja 4,Kirkkonummi,28117,Finlatd,FI,19760706-067T,+358,0347493911,1976-07-06,True
Alyssa,Schmitt,Cindy Via 60741,South Susanport,98156,Danmark,DK,19461001-0204,+45,755-232-5829x75444,1946-10-01,True
Geir,Moe,Aasmyra 9,Berntsen,9569,Norge,NO,19610517-8275,+47,912 75 748,1961-05-17,True
Marianne,Aasen,Pedersentoppen 3,Brittgrunn,8575,Norge,NO,19610521-8713,+47,965 94 184,1961-05-21,True
John,Torres,Carrie Road 54438,Cohenshire,48872,Danmark,DK,19830704-4812,+45,+1-551-849-0211x47820,1983-07-04,True
Kjell,Tangen,Madsenmoen 61,Amundsen,9085,Norge,NO,19961011-8865,+47,07 43 31 92,1996-10-11,True
Åke,Stenberg,Kvarngränd 6,Landskrona,78266,Sverige,SE,19891025-6810,+46,0753-691 37,1989-10-25,True
Birgit,Åberg,Storvägen 73,Malmö,91977,Sverige,SE,19411023-2678,+46,0627-175 62,1941-10-23,True
Karoline,Aune,Larsengrenda 3,Halvorsen,0891,Norge,NO,19740531-7329,+47,+4769799816,1974-05-31,True
Emil,Andersen,Aasvika 150,Dahl,9029,Norge,NO,19890405-4065,+47,490 13 866,1989-04-05,True
Tobias,Andersen,Strandskogen 9,Reidunhelle,9951,Norge,NO,19460911-0480,+47,48990165,1946-09-11,True
Odd,Knudsen,Nygårdtoppen 021,Gundersen,4652,Norge,NO,19610509-2441,+47,95393974,1961-05-09,True
Erik,Öberg,Villatorget 7,Varberg,24651,Sverige,SE,19631227-0005,+46,0773-31 56 83,1963-12-27,True
Karl,Sundberg,Nygränd 380,Kalmar,40356,Sverige,SE,19640701-9479,+46,08-545 433 24,1964-07-01,True
Jeremy,Davidson,Anderson Parkways 176,Jacobstad,16095,Danmark,DK,19690411-8504,+45,984.678.5189,1969-04-11,True
Viola,Andersson,Kyrkovägen 280,Karlskrona,73993,Sverige,SE,19960404-3690,+46,08-168 137 28,1996-04-04,True
Carina,Bergqvist,Furustigen 9,Piteå,62653,Sverige,SE,19751130-2071,+46,0265-53 19 37,1975-11-30,True
John,Svärd,Skoltorget 562,Karlskoga,15862,Sverige,SE,19710205-0113,+46,08-466 336 47,1971-02-05,True
Bradley,Ford,Scott Corners 437,Smithmouth,58642,Danmark,DK,19951010-7891,+45,+1-272-601-9004x26691,1995-10-10,True
Kristina,Johansson,Genvägen 29,Örebro,20416,Sverige,SE,19571106-3631,+46,+46 (0)361 968 53,1957-11-06,True
Viktor,Andersson,Stortorget 83,Västerås,53189,Sverige,SE,19670316-7734,+46,08-973 996 17,1967-03-16,True
Filip,Persson,Aspgatan 8,Örebro,34807,Sverige,SE,19760105-4114,+46,08-59 57 91,1976-01-05,True
Tobias,Haug,Svendsenjordet 58,Noraberg,8546,Norge,NO,19710722-4044,+47,+47 86 42 29 68,1971-07-22,True
Ivar,Lie,Lundegata 7,Kristiansen,1060,Norge,NO,19710811-6066,+47,923 30 819,1971-08-11,True
Kjell,Larsson,Kyrkgatan 545,Stockholm,16096,Sverige,SE,19860513-3200,+46,08-032 48 34,1986-05-13,True
Johannes,Lundqvist,Ekgatan 579,Luleå,73854,Sverige,SE,19700803-5446,+46,0845-752 93,1970-08-03,True
Ingrid,Edvardsen,Henriksenvika 46C,Annaby,2678,Norge,NO,19710510-6791,+47,91456321,1971-05-10,True
Bianca,Gill,Alan Stream 8752,East Nicholaston,24752,Danmark,DK,19460605-6659,+45,319.709.9334x05948,1946-06-05,True
Birgitta,Hellberg,Ängstorget 28,Västerås,28364,Sverige,SE,19830617-6129,+46,+46 (0)8 907 280 00,1983-06-17,True
Jasmine,Mckenzie,Timothy Junctions 0712,Lake Kathleenstad,03456,Danmark,DK,19601017-7874,+45,619-474-6774x1188,1960-10-17,True
Emma,Immonen,Agnetanpolku 00,Alavus,59317,Finland,FI,19921209-4763,+358,+358 754917083,1992-12-09,True
Per,Nilsson,Aspgatan 9,Mölndal,47794,Sverige,SE,19810112-4945,+46,+46 (0)97 44 85 01,1981-01-12,True
Göte,Olsson,Idrottsvägen 163,Landskrona,17114,Sverige,SE,20000309-6358,+46,+46 (0)564 113 81,2000-03-09,True
